Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.35.11, CET,ven 13 mar 2020, 03.35.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.41, CET,ven 13 mar 2020, 03.55.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.43, CET,ven 13 mar 2020, 03.55.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.45, CET,ven 13 mar 2020, 03.55.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.47, CET,ven 13 mar 2020, 03.55.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.50, CET,ven 13 mar 2020, 03.55.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.52, CET,ven 13 mar 2020, 03.55.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.55, CET,ven 13 mar 2020, 03.55.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.57, CET,ven 13 mar 2020, 03.55.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.55.59, CET,ven 13 mar 2020, 03.56.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.02, CET,ven 13 mar 2020, 03.56.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.04, CET,ven 13 mar 2020, 03.56.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.06, CET,ven 13 mar 2020, 03.56.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.09, CET,ven 13 mar 2020, 03.56.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.11, CET,ven 13 mar 2020, 03.56.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.13, CET,ven 13 mar 2020, 03.56.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.16, CET,ven 13 mar 2020, 03.56.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.18, CET,ven 13 mar 2020, 03.56.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.20, CET,ven 13 mar 2020, 03.56.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.23, CET,ven 13 mar 2020, 03.56.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.25, CET,ven 13 mar 2020, 03.56.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.27, CET,ven 13 mar 2020, 03.56.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.29, CET,ven 13 mar 2020, 03.56.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.32, CET,ven 13 mar 2020, 03.56.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.34, CET,ven 13 mar 2020, 03.56.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.37, CET,ven 13 mar 2020, 03.56.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.39, CET,ven 13 mar 2020, 03.56.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.41, CET,ven 13 mar 2020, 03.56.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.44, CET,ven 13 mar 2020, 03.56.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.46, CET,ven 13 mar 2020, 03.56.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.48, CET,ven 13 mar 2020, 03.56.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.50, CET,ven 13 mar 2020, 03.56.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.53, CET,ven 13 mar 2020, 03.56.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.55, CET,ven 13 mar 2020, 03.56.57, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.56.57, CET,ven 13 mar 2020, 03.57.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.00, CET,ven 13 mar 2020, 03.57.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.02, CET,ven 13 mar 2020, 03.57.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.04, CET,ven 13 mar 2020, 03.57.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.07, CET,ven 13 mar 2020, 03.57.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.09, CET,ven 13 mar 2020, 03.57.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.11, CET,ven 13 mar 2020, 03.57.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.13, CET,ven 13 mar 2020, 03.57.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.16, CET,ven 13 mar 2020, 03.57.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.18, CET,ven 13 mar 2020, 03.57.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.20, CET,ven 13 mar 2020, 03.57.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.23, CET,ven 13 mar 2020, 03.57.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.25, CET,ven 13 mar 2020, 03.57.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.27, CET,ven 13 mar 2020, 03.57.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.30, CET,ven 13 mar 2020, 03.57.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.32, CET,ven 13 mar 2020, 03.57.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.34, CET,ven 13 mar 2020, 03.57.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.37, CET,ven 13 mar 2020, 03.57.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.39, CET,ven 13 mar 2020, 03.57.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.41, CET,ven 13 mar 2020, 03.57.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.44, CET,ven 13 mar 2020, 03.57.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.46, CET,ven 13 mar 2020, 03.57.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.48, CET,ven 13 mar 2020, 03.57.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.51, CET,ven 13 mar 2020, 03.57.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.53, CET,ven 13 mar 2020, 03.57.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.55, CET,ven 13 mar 2020, 03.57.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.57.58, CET,ven 13 mar 2020, 03.58.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.00, CET,ven 13 mar 2020, 03.58.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.02, CET,ven 13 mar 2020, 03.58.05, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.05, CET,ven 13 mar 2020, 03.58.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.07, CET,ven 13 mar 2020, 03.58.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.09, CET,ven 13 mar 2020, 03.58.12, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.12, CET,ven 13 mar 2020, 03.58.14, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.14, CET,ven 13 mar 2020, 03.58.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.16, CET,ven 13 mar 2020, 03.58.19, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.19, CET,ven 13 mar 2020, 03.58.21, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.21, CET,ven 13 mar 2020, 03.58.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.23, CET,ven 13 mar 2020, 03.58.26, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.26, CET,ven 13 mar 2020, 03.58.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.28, CET,ven 13 mar 2020, 03.58.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.30, CET,ven 13 mar 2020, 03.58.33, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.33, CET,ven 13 mar 2020, 03.58.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.35, CET,ven 13 mar 2020, 03.58.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.37, CET,ven 13 mar 2020, 03.58.40, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.40, CET,ven 13 mar 2020, 03.58.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.42, CET,ven 13 mar 2020, 03.58.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.44, CET,ven 13 mar 2020, 03.58.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.47, CET,ven 13 mar 2020, 03.58.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.49, CET,ven 13 mar 2020, 03.58.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.51, CET,ven 13 mar 2020, 03.58.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.54, CET,ven 13 mar 2020, 03.58.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.56, CET,ven 13 mar 2020, 03.58.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.58.58, CET,ven 13 mar 2020, 03.59.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.01, CET,ven 13 mar 2020, 03.59.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.03, CET,ven 13 mar 2020, 03.59.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.06, CET,ven 13 mar 2020, 03.59.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.08, CET,ven 13 mar 2020, 03.59.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.10, CET,ven 13 mar 2020, 03.59.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.13, CET,ven 13 mar 2020, 03.59.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.15, CET,ven 13 mar 2020, 03.59.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.17, CET,ven 13 mar 2020, 03.59.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.20, CET,ven 13 mar 2020, 03.59.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.59.22, CET,ven 13 mar 2020, 03.59.24, CET
